기준년월,기준년,기준월,시도코드,시도명,상영영화수,영화관람객수,지출금액,인구당영화관람객수,영화관람객수점수,지출금액점수,종합점수,기준상영영화수,기준영화관람객수,기준지출금액
201912,2019,12,36,세종시,28,126379,1017057280.0,371.07539,145.9385,110.83865,128.38857,234.58333,2410351.25,25540506805.66667
201912,2019,12,41,경기도,147,5456969,45840641620.0,412.16818,162.09969,128.50861,145.30415,234.58333,2410351.25,25540506805.66667
201912,2019,12,43,충청북도,64,632177,5070683100.0,395.1089,155.39053,117.62595,136.50824,234.58333,2410351.25,25540506805.66667
201912,2019,12,44,충청남도,127,733896,6045406630.0,345.57277,135.9087,105.65476,120.78173,234.58333,2410351.25,25540506805.66667
201912,2019,12,45,전라북도,134,699228,5467387640.0,384.41996,151.18673,111.56438,131.37555,234.58333,2410351.25,25540506805.66667
201912,2019,12,46,전라남도,47,529021,4007181360.0,283.08892,111.33472,79.58799,95.46135,234.58333,2410351.25,25540506805.66667
201912,2019,12,47,경상북도,110,746064,5886620340.0,279.86118,110.06529,81.95796,96.01163,234.58333,2410351.25,25540506805.66667
201912,2019,12,48,경상남도,149,1164490,9388947660.0,346.31127,136.19914,103.63497,119.91706,234.58333,2410351.25,25540506805.66667
201912,2019,12,50,제주도,48,251244,2069382060.0,374.43833,147.2611,114.46793,130.86452,234.58333,2410351.25,25540506805.66667
201912,2019,12,51,강원도,92,579654,4508703821.0,376.03195,147.88785,108.55909,128.22347,234.58333,2410351.25,25540506805.66667
202001,2020,1,0,전국,406,16843695,143681061430.0,324.8699,127.76656,102.85613,115.31135,234.58333,2410351.25,25540506805.66667
202001,2020,1,11,서울시,258,4208582,36753126140.0,432.38076,170.04901,140.14687,155.09794,234.58333,2410351.25,25540506805.66667
202001,2020,1,26,부산시,113,1165672,9852369060.0,341.65705,134.3687,107.17988,120.77429,234.58333,2410351.25,25540506805.66667
202001,2020,1,27,대구시,106,872010,7559113060.0,357.89628,140.75535,115.15031,127.95283,234.58333,2410351.25,25540506805.66667
202001,2020,1,28,인천시,88,843032,7260610960.0,285.18202,112.1579,91.16115,101.65953,234.58333,2410351.25,25540506805.66667
202001,2020,1,29,광주시,70,609067,5077271460.0,418.11768,164.43954,129.36667,146.90311,234.58333,2410351.25,25540506805.66667
202001,2020,1,30,대전시,71,582125,5043329240.0,394.88804,155.30367,126.9795,141.14159,234.58333,2410351.25,25540506805.66667
202001,2020,1,31,울산시,43,378840,3233969340.0,330.27705,129.89312,104.64465,117.26888,234.58333,2410351.25,25540506805.66667
202001,2020,1,36,세종시,35,90425,742986640.0,264.14725,103.88524,80.55586,92.22055,234.58333,2410351.25,25540506805.66667
202001,2020,1,41,경기도,119,4056946,35005699510.0,306.1761,120.41457,98.05492,109.23474,234.58333,2410351.25,25540506805.66667
202001,2020,1,43,충청북도,61,457269,3795917080.0,285.90195,112.44104,88.08879,100.26491,234.58333,2410351.25,25540506805.66667
202001,2020,1,44,충청남도,110,550846,4593631680.0,259.53248,102.07031,80.32972,91.20002,234.58333,2410351.25,25540506805.66667
202001,2020,1,45,전라북도,99,545167,4343451730.0,299.98701,117.98049,88.70875,103.34462,234.58333,2410351.25,25540506805.66667
202001,2020,1,46,전라남도,30,410196,3267494660.0,219.97821,86.5142,65.03718,75.77569,234.58333,2410351.25,25540506805.66667
202001,2020,1,47,경상북도,86,565635,4648548220.0,212.44443,83.55128,64.80149,74.17638,234.58333,2410351.25,25540506805.66667
202001,2020,1,48,경상남도,138,895631,7499677780.0,266.45027,104.79098,82.81103,93.80101,234.58333,2410351.25,25540506805.66667
202001,2020,1,50,제주도,37,186265,1598496580.0,277.69702,109.21416,88.45253,98.83334,234.58333,2410351.25,25540506805.66667
202001,2020,1,51,강원도,63,425987,3405368290.0,276.51797,108.75046,82.04454,95.3975,234.58333,2410351.25,25540506805.66667
202002,2020,2,0,전국,371,7372370,62303647980.0,142.20124,55.92566,44.60343,50.26455,234.58333,2410351.25,25540506805.66667
202002,2020,2,11,서울시,231,2042829,17747127400.0,209.80148,82.51184,67.64928,75.08056,234.58333,2410351.25,25540506805.66667
202002,2020,2,26,부산시,103,528699,4393675580.0,155.00165,60.95987,47.80952,54.3847,234.58333,2410351.25,25540506805.66667
202002,2020,2,27,대구시,92,330726,2808340320.0,135.93995,53.46319,42.84371,48.15345,234.58333,2410351.25,25540506805.66667
202002,2020,2,28,인천시,80,362413,3086864100.0,122.64586,48.23482,38.77262,43.50372,234.58333,2410351.25,25540506805.66667
202002,2020,2,29,광주시,67,259901,2131723080.0,178.4886,70.19695,54.33653,62.26674,234.58333,2410351.25,25540506805.66667
202002,2020,2,30,대전시,58,260550,2211209540.0,176.8689,69.55994,55.71201,62.63598,234.58333,2410351.25,25540506805.66667
202002,2020,2,31,울산시,44,160928,1354693340.0,140.46137,55.2414,43.88588,49.56364,234.58333,2410351.25,25540506805.66667
202002,2020,2,36,세종시,32,35769,289819740.0,104.04377,40.91889,31.2893,36.10409,234.58333,2410351.25,25540506805.66667
202002,2020,2,41,경기도,105,1674097,14327462050.0,126.20048,49.6328,40.08743,44.86011,234.58333,2410351.25,25540506805.66667
202002,2020,2,43,충청북도,61,198208,1611837900.0,123.98857,48.76288,37.42315,43.09302,234.58333,2410351.25,25540506805.66667
202002,2020,2,44,충청남도,110,237129,1957047620.0,111.80083,43.96963,34.24682,39.10822,234.58333,2410351.25,25540506805.66667
202002,2020,2,45,전라북도,85,228939,1803635920.0,126.12941,49.60484,36.88111,43.24298,234.58333,2410351.25,25540506805.66667
202002,2020,2,46,전라남도,37,178577,1405759160.0,95.91148,37.72058,28.02299,32.87178,234.58333,2410351.25,25540506805.66667
202002,2020,2,47,경상북도,74,216377,1772383280.0,81.37668,32.00425,24.74031,28.37228,234.58333,2410351.25,25540506805.66667
202002,2020,2,48,경상남도,135,378033,3138952830.0,112.54908,44.2639,34.68611,39.47501,234.58333,2410351.25,25540506805.66667
202002,2020,2,50,제주도,35,86257,736238220.0,128.57369,50.56614,40.7319,45.64902,234.58333,2410351.25,25540506805.66667
202002,2020,2,51,강원도,59,192938,1526877900.0,125.3234,49.28785,36.81097,43.04941,234.58333,2410351.25,25540506805.66667
202003,2020,3,0,전국,344,1834722,15152718950.0,35.38983,13.9183,10.84819,12.38325,234.58333,2410351.25,25540506805.66667
202003,2020,3,11,서울시,235,680677,5730590980.0,69.93026,27.50254,21.85154,24.67704,234.58333,2410351.25,25540506805.66667
202003,2020,3,26,부산시,118,121419,981790000.0,35.60745,14.00389,10.6864,12.34514,234.58333,2410351.25,25540506805.66667
202003,2020,3,27,대구시,41,3770,31570640.0,1.54917,0.60926,0.4815,0.54538,234.58333,2410351.25,25540506805.66667
202003,2020,3,28,인천시,111,95553,793670420.0,32.36135,12.72724,9.97657,11.3519,234.58333,2410351.25,25540506805.66667
202003,2020,3,29,광주시,101,71462,578228320.0,49.09099,19.30677,14.74296,17.02486,234.58333,2410351.25,25540506805.66667
202003,2020,3,30,대전시,104,60938,494339520.0,41.40209,16.28283,12.46574,14.37429,234.58333,2410351.25,25540506805.66667
202003,2020,3,31,울산시,92,25867,213346000.0,22.59989,8.88821,6.91836,7.90328,234.58333,2410351.25,25540506805.66667
202003,2020,3,36,세종시,56,7841,59496240.0,22.74125,8.9438,6.40458,7.67419,234.58333,2410351.25,25540506805.66667
202003,2020,3,41,경기도,136,448091,3695888400.0,33.719,13.26119,10.32252,11.79186,234.58333,2410351.25,25540506805.66667
202003,2020,3,43,충청북도,94,40703,326725860.0,25.47697,10.01972,7.59038,8.80505,234.58333,2410351.25,25540506805.66667
202003,2020,3,44,충청남도,131,43459,350649210.0,20.50196,8.06312,6.1397,7.10141,234.58333,2410351.25,25540506805.66667
202003,2020,3,45,전라북도,91,45799,370633000.0,25.26234,9.93531,7.58788,8.76159,234.58333,2410351.25,25540506805.66667
202003,2020,3,46,전라남도,64,36368,281573880.0,19.56015,7.69272,5.62087,6.6568,234.58333,2410351.25,25540506805.66667
202003,2020,3,47,경상북도,101,22445,182984780.0,8.4589,3.32676,2.55957,2.94317,234.58333,2410351.25,25540506805.66667
202003,2020,3,48,경상남도,177,75909,623078540.0,22.62333,8.89743,6.89231,7.89487,234.58333,2410351.25,25540506805.66667
202003,2020,3,50,제주도,68,23262,188796960.0,34.6931,13.64429,10.4508,12.04754,234.58333,2410351.25,25540506805.66667
202003,2020,3,51,강원도,92,31159,249356200.0,20.25183,7.96475,6.01533,6.99004,234.58333,2410351.25,25540506805.66667
202004,2020,4,0,전국,430,972572,7515666040.0,18.76012,7.37808,5.38071,6.3794,234.58333,2410351.25,25540506805.66667
202004,2020,4,11,서울시,327,394130,3054905400.0,40.52006,15.93595,11.657,13.79647,234.58333,2410351.25,25540506805.66667
202004,2020,4,26,부산시,180,67925,519575980.0,19.92902,7.83779,5.65801,6.7479,234.58333,2410351.25,25540506805.66667
202004,2020,4,27,대구시,53,3766,27764500.0,1.54882,0.60913,0.42381,0.51647,234.58333,2410351.25,25540506805.66667
202004,2020,4,28,인천시,137,48521,377313820.0,16.44238,6.46655,4.74566,5.6061,234.58333,2410351.25,25540506805.66667
202004,2020,4,29,광주시,129,35418,272335660.0,24.32395,9.56625,6.94182,8.25403,234.58333,2410351.25,25540506805.66667
202004,2020,4,30,대전시,143,33716,256872240.0,22.91034,9.0103,6.47845,7.74438,234.58333,2410351.25,25540506805.66667
202004,2020,4,31,울산시,94,15759,126901900.0,13.77417,5.41718,4.11683,4.76701,234.58333,2410351.25,25540506805.66667
202004,2020,4,36,세종시,60,4129,30855520.0,11.96063,4.70394,3.31742,4.01068,234.58333,2410351.25,25540506805.66667
202004,2020,4,41,경기도,192,223214,1733553760.0,16.76882,6.59493,4.83367,5.7143,234.58333,2410351.25,25540506805.66667
202004,2020,4,43,충청북도,115,17591,134483000.0,11.0177,4.3331,3.12627,3.72968,234.58333,2410351.25,25540506805.66667
202004,2020,4,44,충청남도,159,25824,203796060.0,12.19,4.79415,3.57055,4.18235,234.58333,2410351.25,25540506805.66667
202004,2020,4,45,전라북도,85,13660,102788920.0,7.54022,2.96546,2.1059,2.53568,234.58333,2410351.25,25540506805.66667
202004,2020,4,46,전라남도,86,16748,125099860.0,9.01844,3.54682,2.50025,3.02354,234.58333,2410351.25,25540506805.66667
202004,2020,4,47,경상북도,114,10850,83212340.0,4.09271,1.6096,1.165,1.3873,234.58333,2410351.25,25540506805.66667
202004,2020,4,48,경상남도,185,37979,291994780.0,11.32559,4.45419,3.23185,3.84302,234.58333,2410351.25,25540506805.66667
202004,2020,4,50,제주도,79,8750,63996980.0,13.04811,5.13163,3.54207,4.33685,234.58333,2410351.25,25540506805.66667
202004,2020,4,51,강원도,100,14592,110215320.0,9.489,3.73189,2.66015,3.19602,234.58333,2410351.25,25540506805.66667
202005,2020,5,0,전국,438,1526236,12393715040.0,29.4405,11.57852,8.87327,10.22589,234.58333,2410351.25,25540506805.66667
202005,2020,5,11,서울시,312,527998,4399015700.0,54.29567,21.35369,16.78986,19.07177,234.58333,2410351.25,25540506805.66667
202005,2020,5,26,부산시,151,111177,878112180.0,32.63249,12.83388,9.5663,11.20009,234.58333,2410351.25,25540506805.66667
202005,2020,5,27,대구시,120,55553,444304500.0,22.87017,8.9945,6.78893,7.89172,234.58333,2410351.25,25540506805.66667
202005,2020,5,28,인천시,122,66544,535987120.0,22.55681,8.87126,6.74344,7.80735,234.58333,2410351.25,25540506805.66667
202005,2020,5,29,광주시,117,57404,447712700.0,39.43847,15.51057,11.41658,13.46358,234.58333,2410351.25,25540506805.66667
202005,2020,5,30,대전시,118,52903,426955420.0,35.94161,14.13531,10.7661,12.4507,234.58333,2410351.25,25540506805.66667
202005,2020,5,31,울산시,93,28418,230854060.0,24.85942,9.77685,7.49538,8.63611,234.58333,2410351.25,25540506805.66667
202005,2020,5,36,세종시,53,8118,62976360.0,23.50502,9.24418,6.7678,8.00599,234.58333,2410351.25,25540506805.66667
202005,2020,5,41,경기도,162,341419,2788654920.0,25.62428,10.07765,7.76815,8.9229,234.58333,2410351.25,25540506805.66667
202005,2020,5,43,충청북도,95,31161,249238960.0,19.51575,7.67526,5.7936,6.73443,234.58333,2410351.25,25540506805.66667
202005,2020,5,44,충청남도,143,43820,345212040.0,20.68435,8.13485,6.04803,7.09144,234.58333,2410351.25,25540506805.66667
202005,2020,5,45,전라북도,108,35557,272319920.0,19.6437,7.72558,5.58388,6.65473,234.58333,2410351.25,25540506805.66667
202005,2020,5,46,전라남도,78,29940,227424240.0,16.13194,6.34446,4.5481,5.44628,234.58333,2410351.25,25540506805.66667
202005,2020,5,47,경상북도,105,29206,229743660.0,11.02629,4.33648,3.21929,3.77788,234.58333,2410351.25,25540506805.66667
202005,2020,5,48,경상남도,176,66972,535774800.0,19.98361,7.85926,5.93364,6.89645,234.58333,2410351.25,25540506805.66667
202005,2020,5,50,제주도,69,14555,117241940.0,21.6982,8.53358,6.48714,7.51036,234.58333,2410351.25,25540506805.66667
202005,2020,5,51,강원도,96,25491,202186520.0,16.56724,6.51565,4.87724,5.69645,234.58333,2410351.25,25540506805.66667
202006,2020,6,0,전국,419,3864533,32760133800.0,74.54817,29.3187,23.45547,26.38709,234.58333,2410351.25,25540506805.66667
202006,2020,6,11,서울시,292,1076054,9186160340.0,110.69551,43.53492,35.07426,39.30459,234.58333,2410351.25,25540506805.66667
202006,2020,6,26,부산시,147,303897,2558478680.0,89.26535,35.10675,27.8931,31.49993,234.58333,2410351.25,25540506805.66667
202006,2020,6,27,대구시,118,201083,1669171240.0,82.81994,32.57187,25.51638,29.04412,234.58333,2410351.25,25540506805.66667
202006,2020,6,28,인천시,93,175478,1502894820.0,59.54024,23.4163,18.92671,21.1715,234.58333,2410351.25,25540506805.66667
202006,2020,6,29,광주시,107,151455,1307188520.0,104.08935,40.93681,33.34414,37.14047,234.58333,2410351.25,25540506805.66667
202006,2020,6,30,대전시,90,119828,1021934160.0,81.45802,32.03624,25.7844,28.91032,234.58333,2410351.25,25540506805.66667
202006,2020,6,31,울산시,77,89732,755659740.0,78.56136,30.89703,24.55537,27.7262,234.58333,2410351.25,25540506805.66667
202006,2020,6,36,세종시,31,20150,162233740.0,58.34813,22.94746,17.43619,20.19183,234.58333,2410351.25,25540506805.66667
202006,2020,6,41,경기도,132,870174,7425630460.0,65.24012,25.65798,20.66334,23.16066,234.58333,2410351.25,25540506805.66667
202006,2020,6,43,충청북도,83,98322,824234380.0,61.54384,24.20429,19.14887,21.67658,234.58333,2410351.25,25540506805.66667
202006,2020,6,44,충청남도,118,123702,1036034600.0,58.3563,22.95068,18.14028,20.54548,234.58333,2410351.25,25540506805.66667
202006,2020,6,45,전라북도,95,100065,840295080.0,55.32115,21.75699,17.24247,19.49973,234.58333,2410351.25,25540506805.66667
202006,2020,6,46,전라남도,72,88776,756366160.0,47.86754,18.8256,15.13687,16.98124,234.58333,2410351.25,25540506805.66667
202006,2020,6,47,경상북도,99,115349,942894000.0,43.58561,17.14158,13.22363,15.1826,234.58333,2410351.25,25540506805.66667
202006,2020,6,48,경상남도,137,209860,1755698680.0,62.65499,24.64129,19.45515,22.04822,234.58333,2410351.25,25540506805.66667
202006,2020,6,50,제주도,49,47689,406296060.0,71.03808,27.93823,22.46333,25.20078,234.58333,2410351.25,25540506805.66667
202006,2020,6,51,강원도,85,72919,608963140.0,47.37209,18.63075,14.68356,16.65715,234.58333,2410351.25,25540506805.66667
202007,2020,7,0,전국,485,5618701,47239833650.0,108.38575,42.62652,33.8223,38.22441,234.58333,2410351.25,25540506805.66667
202007,2020,7,11,서울시,337,1526097,12905388380.0,157.07973,61.77715,49.30235,55.53975,234.58333,2410351.25,25540506805.66667
202007,2020,7,26,부산시,175,435413,3611968780.0,127.95817,50.32407,39.39755,44.86081,234.58333,2410351.25,25540506805.66667
202007,2020,7,27,대구시,150,283030,2385565860.0,116.56814,45.84454,36.46677,41.15566,234.58333,2410351.25,25540506805.66667
202007,2020,7,28,인천시,140,286498,2430458500.0,97.26419,38.25258,30.62515,34.43886,234.58333,2410351.25,25540506805.66667
202007,2020,7,29,광주시,109,133389,1102946420.0,91.69463,36.06215,28.14083,32.10149,234.58333,2410351.25,25540506805.66667
202007,2020,7,30,대전시,116,169454,1433703940.0,115.25719,45.32896,36.1938,40.76138,234.58333,2410351.25,25540506805.66667
202007,2020,7,31,울산시,77,128093,1080062160.0,112.2282,44.1377,35.12238,39.63004,234.58333,2410351.25,25540506805.66667
202007,2020,7,36,세종시,52,32551,258703340.0,94.01907,36.97632,27.73398,32.35515,234.58333,2410351.25,25540506805.66667
202007,2020,7,41,경기도,186,1334521,11318246770.0,99.94996,39.30885,31.46262,35.38574,234.58333,2410351.25,25540506805.66667
202007,2020,7,43,충청북도,113,153360,1268689680.0,95.97381,37.74509,29.46827,33.60668,234.58333,2410351.25,25540506805.66667
202007,2020,7,44,충청남도,154,178975,1504998540.0,84.39462,33.19117,26.34008,29.76562,234.58333,2410351.25,25540506805.66667
202007,2020,7,45,전라북도,112,160737,1332183260.0,88.90104,34.96348,27.34724,31.15536,234.58333,2410351.25,25540506805.66667
202007,2020,7,46,전라남도,60,117770,957782540.0,63.54477,24.99123,19.18097,22.0861,234.58333,2410351.25,25540506805.66667
202007,2020,7,47,경상북도,133,181117,1493562140.0,68.50111,26.94048,20.96623,23.95335,234.58333,2410351.25,25540506805.66667
202007,2020,7,48,경상남도,152,319494,2652839340.0,95.43866,37.53463,29.41245,33.47354,234.58333,2410351.25,25540506805.66667
202007,2020,7,50,제주도,52,63728,540200020.0,94.84561,37.30139,29.84009,33.57074,234.58333,2410351.25,25540506805.66667
202007,2020,7,51,강원도,101,114474,962533980.0,74.32923,29.23259,23.19676,26.21468,234.58333,2410351.25,25540506805.66667
202008,2020,8,0,전국,441,8834699,77213885539.0,170.42259,67.0247,55.28272,61.15371,234.58333,2410351.25,25540506805.66667
202008,2020,8,11,서울시,296,2113493,18682044969.0,217.70079,85.61852,71.42367,78.5211,234.58333,2410351.25,25540506805.66667
202008,2020,8,26,부산시,122,653760,5708718900.0,192.22175,75.59799,62.29905,68.94852,234.58333,2410351.25,25540506805.66667
202008,2020,8,27,대구시,98,500274,4383931200.0,206.02431,81.02634,67.00895,74.01764,234.58333,2410351.25,25540506805.66667
202008,2020,8,28,인천시,101,457297,4053006500.0,155.35872,61.1003,51.10615,56.10323,234.58333,2410351.25,25540506805.66667
202008,2020,8,29,광주시,82,286682,2460706800.0,197.14693,77.53499,62.807,70.171,234.58333,2410351.25,25540506805.66667
202008,2020,8,30,대전시,93,327075,2876094960.0,222.58616,87.53987,72.64615,80.09301,234.58333,2410351.25,25540506805.66667
202008,2020,8,31,울산시,63,224046,1919015200.0,196.47815,77.27197,62.46174,69.86685,234.58333,2410351.25,25540506805.66667
202008,2020,8,36,세종시,25,55977,466980030.0,161.20922,63.40122,49.9157,56.65846,234.58333,2410351.25,25540506805.66667
202008,2020,8,41,경기도,121,2040834,18075612520.0,152.63463,60.02896,50.17611,55.10253,234.58333,2410351.25,25540506805.66667
202008,2020,8,43,충청북도,80,256323,2166761650.0,160.38612,63.07751,50.32096,56.69923,234.58333,2410351.25,25540506805.66667
202008,2020,8,44,충청남도,124,286281,2470428020.0,135.00516,53.09555,43.24029,48.16792,234.58333,2410351.25,25540506805.66667
202008,2020,8,45,전라북도,78,271755,2322620260.0,150.38233,59.14316,47.70414,53.42365,234.58333,2410351.25,25540506805.66667
202008,2020,8,46,전라남도,39,213478,1789758190.0,115.26983,45.33393,35.86869,40.60131,234.58333,2410351.25,25540506805.66667
202008,2020,8,47,경상북도,91,311649,2657320560.0,118.0072,46.4105,37.3461,41.8783,234.58333,2410351.25,25540506805.66667
202008,2020,8,48,경상남도,127,534272,4575858430.0,159.7145,62.81337,50.77069,56.79203,234.58333,2410351.25,25540506805.66667
202008,2020,8,50,제주도,34,112636,979251420.0,167.4825,65.86841,54.04369,59.95605,234.58333,2410351.25,25540506805.66667
202008,2020,8,51,강원도,58,188867,1625775930.0,122.58606,48.2113,39.16555,43.68843,234.58333,2410351.25,25540506805.66667
202009,2020,9,0,전국,411,2988647,26031868372.0,57.64938,22.67266,18.63734,20.655,234.58333,2410351.25,25540506805.66667
202009,2020,9,11,서울시,265,897312,8056013332.0,92.51372,36.38429,30.82772,33.606,234.58333,2410351.25,25540506805.66667
202009,2020,9,26,부산시,122,222822,1925813790.0,65.54072,25.7762,21.02452,23.40036,234.58333,2410351.25,25540506805.66667
202009,2020,9,27,대구시,108,165926,1419832690.0,68.37096,26.8893,21.71466,24.30198,234.58333,2410351.25,25540506805.66667
202009,2020,9,28,인천시,106,147786,1280630540.0,50.22373,19.75226,16.15318,17.95272,234.58333,2410351.25,25540506805.66667
202009,2020,9,29,광주시,94,92662,789930670.0,63.73113,25.06452,20.16496,22.61474,234.58333,2410351.25,25540506805.66667
202009,2020,9,30,대전시,88,108430,934843590.0,73.80714,29.02727,23.61818,26.32272,234.58333,2410351.25,25540506805.66667
202009,2020,9,31,울산시,61,54196,484093700.0,47.56672,18.70729,15.76972,17.23851,234.58333,2410351.25,25540506805.66667
202009,2020,9,36,세종시,33,19077,158138600.0,54.81676,21.55863,16.86552,19.21207,234.58333,2410351.25,25540506805.66667
202009,2020,9,41,경기도,149,648240,5698932360.0,48.41773,19.04198,15.79867,17.42033,234.58333,2410351.25,25540506805.66667
202009,2020,9,43,충청북도,74,76306,626418250.0,47.73493,18.77345,14.54456,16.659,234.58333,2410351.25,25540506805.66667
202009,2020,9,44,충청남도,123,89308,741377090.0,42.11531,16.56333,12.97619,14.76976,234.58333,2410351.25,25540506805.66667
202009,2020,9,45,전라북도,105,83386,705439810.0,46.16038,18.1542,14.49422,16.32421,234.58333,2410351.25,25540506805.66667
202009,2020,9,46,전라남도,50,54593,440589530.0,29.49181,11.5987,8.834,10.21635,234.58333,2410351.25,25540506805.66667
202009,2020,9,47,경상북도,92,86467,714914250.0,32.75261,12.88112,10.05097,11.46605,234.58333,2410351.25,25540506805.66667
202009,2020,9,48,경상남도,128,152053,1275226610.0,45.47352,17.88407,14.15499,16.01953,234.58333,2410351.25,25540506805.66667
202009,2020,9,50,제주도,47,34410,295038620.0,51.13322,20.10995,16.27256,18.19125,234.58333,2410351.25,25540506805.66667
202009,2020,9,51,강원도,75,55673,484634940.0,36.1254,14.20759,11.67189,12.93974,234.58333,2410351.25,25540506805.66667
202010,2020,10,0,전국,486,4633609,41527819390.0,89.38631,35.15432,29.73372,32.44402,234.58333,2410351.25,25540506805.66667
202010,2020,10,11,서울시,283,1175638,10841504840.0,121.3354,47.71943,41.53001,44.62472,234.58333,2410351.25,25540506805.66667
202010,2020,10,26,부산시,120,330555,2999012330.0,97.29079,38.26304,32.76158,35.51231,234.58333,2410351.25,25540506805.66667
202010,2020,10,27,대구시,106,261016,2381120540.0,107.67227,42.34592,36.45664,39.40128,234.58333,2410351.25,25540506805.66667
202010,2020,10,28,인천시,98,236335,2142579170.0,80.32505,31.59066,27.02828,29.30947,234.58333,2410351.25,25540506805.66667
202010,2020,10,29,광주시,94,174364,1508195630.0,120.00325,47.19552,38.52587,42.86069,234.58333,2410351.25,25540506805.66667
202010,2020,10,30,대전시,90,166858,1504078200.0,113.69788,44.71571,38.03946,41.37758,234.58333,2410351.25,25540506805.66667
202010,2020,10,31,울산시,73,103713,936038910.0,91.0897,35.82424,30.51325,33.16875,234.58333,2410351.25,25540506805.66667
202010,2020,10,36,세종시,47,28166,237046790.0,80.24341,31.55856,25.06553,28.31204,234.58333,2410351.25,25540506805.66667
202010,2020,10,41,경기도,124,1049531,9466661140.0,78.31961,30.80195,26.21988,28.51092,234.58333,2410351.25,25540506805.66667
202010,2020,10,43,충청북도,88,128015,1093010290.0,80.05431,31.48418,25.36919,28.42669,234.58333,2410351.25,25540506805.66667
202010,2020,10,44,충청남도,120,158613,1373643900.0,74.80521,29.41979,24.04506,26.73242,234.58333,2410351.25,25540506805.66667
202010,2020,10,45,전라북도,145,138712,1183133730.0,76.80888,30.20781,24.31587,27.26184,234.58333,2410351.25,25540506805.66667
202010,2020,10,46,전라남도,52,109370,900385580.0,59.0972,23.24206,18.05742,20.64974,234.58333,2410351.25,25540506805.66667
202010,2020,10,47,경상북도,102,144540,1243056450.0,54.75492,21.5343,17.47771,19.50601,234.58333,2410351.25,25540506805.66667
202010,2020,10,48,경상남도,119,269163,2320643230.0,80.51948,31.66713,25.76633,28.71673,234.58333,2410351.25,25540506805.66667
202010,2020,10,50,제주도,49,54876,488540450.0,81.46602,32.03939,26.91864,29.47902,234.58333,2410351.25,25540506805.66667
202010,2020,10,51,강원도,83,104144,909168210.0,67.54545,26.56463,21.88591,24.22527,234.58333,2410351.25,25540506805.66667
202011,2020,11,0,전국,603,3595310,32150024750.0,69.3616,27.2789,23.02092,25.14991,234.58333,2410351.25,25540506805.66667
202011,2020,11,11,서울시,381,1003659,9076946820.0,103.68623,40.77827,34.80433,37.7913,234.58333,2410351.25,25540506805.66667
202011,2020,11,26,부산시,170,290289,2555606250.0,85.49192,33.62272,27.93489,30.7788,234.58333,2410351.25,25540506805.66667
202011,2020,11,27,대구시,140,212433,1880962900.0,87.71485,34.49696,28.82637,31.66167,234.58333,2410351.25,25540506805.66667
202011,2020,11,28,인천시,127,183414,1634439690.0,62.3368,24.51615,20.61766,22.56691,234.58333,2410351.25,25540506805.66667
202011,2020,11,29,광주시,116,122203,1111249580.0,84.16225,33.09978,28.40571,30.75274,234.58333,2410351.25,25540506805.66667
202011,2020,11,30,대전시,114,133000,1221129730.0,90.72968,35.68265,30.91848,33.30056,234.58333,2410351.25,25540506805.66667
202011,2020,11,31,울산시,85,86524,784227980.0,76.07542,29.91935,25.59226,27.7558,234.58333,2410351.25,25540506805.66667
202011,2020,11,36,세종시,47,19982,171873310.0,56.53736,22.23531,18.04943,20.14237,234.58333,2410351.25,25540506805.66667
202011,2020,11,41,경기도,163,767354,7046662480.0,57.20776,22.49897,19.4985,20.99874,234.58333,2410351.25,25540506805.66667
202011,2020,11,43,충청북도,100,93573,812908480.0,58.49482,23.00516,18.8611,20.93313,234.58333,2410351.25,25540506805.66667
202011,2020,11,44,충청남도,142,101924,887586450.0,48.0636,18.90271,15.53492,17.21881,234.58333,2410351.25,25540506805.66667
202011,2020,11,45,전라북도,137,109353,936796860.0,60.57653,23.82386,19.26095,21.54241,234.58333,2410351.25,25540506805.66667
202011,2020,11,46,전라남도,73,64330,555091110.0,34.76251,13.67158,11.13321,12.4024,234.58333,2410351.25,25540506805.66667
202011,2020,11,47,경상북도,130,111739,956885150.0,42.33749,16.65071,13.4567,15.05371,234.58333,2410351.25,25540506805.66667
202011,2020,11,48,경상남도,164,176590,1516514020.0,52.85444,20.78687,16.84691,18.81689,234.58333,2410351.25,25540506805.66667
202011,2020,11,50,제주도,64,40928,364589390.0,60.72395,23.88184,20.07715,21.97949,234.58333,2410351.25,25540506805.66667
202011,2020,11,51,강원도,115,78015,636554550.0,50.58112,19.89281,15.31809,17.60545,234.58333,2410351.25,25540506805.66667
202012,2020,12,0,전국,459,1438873,12404343250.0,27.76192,10.91835,8.88299,9.90067,234.58333,2410351.25,25540506805.66667
202012,2020,12,11,서울시,306,464423,3975711760.0,48.03482,18.89139,15.26216,17.07677,234.58333,2410351.25,25540506805.66667
202012,2020,12,26,부산시,145,103566,877511330.0,30.53292,12.00815,9.60201,10.80508,234.58333,2410351.25,25540506805.66667
202012,2020,12,27,대구시,121,85582,737807180.0,35.38865,13.91784,11.32356,12.6207,234.58333,2410351.25,25540506805.66667
202012,2020,12,28,인천시,124,70109,604195890.0,23.82368,9.3695,7.62029,8.4949,234.58333,2410351.25,25540506805.66667
202012,2020,12,29,광주시,122,50690,439020830.0,34.95713,13.74812,11.23717,12.49265,234.58333,2410351.25,25540506805.66667
